sales_id,sales_date,customer_id,product_id,employee_id,branch_id,quantity,unit_price,discount
13593,2024-08-05,455,304,85,22,2,22081.07,2009.48
13594,2025-03-14,34,213,119,17,1,51228.47,1954.34
13595,2024-07-08,526,223,92,7,1,29715.05,4687.83
13596,2024-06-27,1202,386,147,12,6,59807.32,822.06
13597,2025-04-01,1951,88,60,4,5,33920.87,3939.13
13598,2025-03-29,1291,173,94,12,10,25489.94,1328.49
13599,2024-04-30,387,284,146,23,3,57025.62,6005.75
13600,2025-07-23,954,172,99,19,10,37001.69,6697.28
13601,2024-11-17,1584,407,101,20,3,3987.6,122.54
13602,2025-10-15,1565,100,88,5,9,27578.67,4498.17
13603,2025-05-07,1590,169,98,14,8,13784.76,278.83
13604,2025-10-08,1652,279,69,4,8,6881.3,377.46
13605,2025-04-20,1258,416,98,18,6,5770.19,1021.71
13606,2025-12-29,1221,4,120,13,6,8073.8,1520.76
13607,2024-05-25,53,439,55,11,1,59737.19,2636.0
13608,2025-02-07,1078,210,8,14,8,56526.6,5960.87
13609,2024-11-13,1204,385,107,9,2,8237.08,392.23
13610,2025-11-06,1796,396,136,21,10,10889.45,2073.83
13611,2025-05-09,1407,4,6,21,7,36194.09,5655.35
13612,2024-03-29,1229,80,15,5,5,19716.8,1733.69
13613,2024-07-03,598,273,104,9,5,34894.25,4757.27
13614,2025-07-07,217,437,89,19,6,6794.19,1155.08
13615,2025-05-08,553,126,74,2,3,5683.07,559.67
13616,2024-03-04,1803,87,5,14,4,53807.25,5564.03
13617,2024-07-27,347,115,79,17,7,12511.76,2344.27
13618,2025-01-09,1589,475,42,4,4,33913.82,2856.86
13619,2025-10-14,640,49,113,4,5,18906.94,1331.37
13620,2025-09-25,17,403,120,3,4,59840.92,2992.87
13621,2025-02-06,1068,144,93,18,7,6231.96,1013.37
13622,2024-06-12,1893,143,129,9,4,47802.5,8513.52
13623,2025-06-06,1825,319,56,24,4,41939.7,5465.27
13624,2024-09-14,585,290,140,3,9,42143.06,6786.29
13625,2025-06-13,231,433,37,7,9,41034.96,6702.43
13626,2025-02-05,932,113,119,20,7,2592.96,273.06
13627,2024-01-01,1343,250,135,2,5,34817.6,6572.81
13628,2024-08-11,427,84,98,7,2,11523.96,2049.5
13629,2024-12-06,1950,331,27,25,8,26831.22,3203.71
13630,2024-07-31,1373,209,122,22,2,55713.03,2666.9
13631,2024-01-20,1834,284,143,12,1,31704.41,1634.26
13632,2024-10-09,88,62,38,25,9,11191.0,430.25
13633,2025-01-11,600,77,23,5,6,31404.25,2932.82
13634,2025-02-19,663,457,119,2,3,40645.31,7554.23
13635,2024-09-30,1482,188,39,2,10,32130.56,1896.7
13636,2024-04-29,1132,454,96,10,9,3908.15,285.92
13637,2024-01-12,97,462,133,11,2,56591.0,5683.61
13638,2024-01-16,652,71,147,8,6,59588.26,1487.07
13639,2025-04-09,1832,442,58,15,3,4143.37,688.12
13640,2024-05-10,373,183,115,9,7,56263.79,7212.38
13641,2024-10-11,1309,130,135,2,7,12690.44,1662.61
13642,2024-09-26,1719,152,102,17,1,10619.44,617.76
13643,2025-05-15,47,93,106,21,8,57897.36,11044.14
13644,2025-11-03,880,22,28,17,9,45869.56,7614.01
13645,2025-06-20,1746,479,30,10,6,37555.92,6554.77
13646,2025-05-20,27,236,135,5,5,45063.96,4969.51
13647,2024-03-24,607,293,75,10,2,5297.81,421.24
13648,2025-12-24,537,290,106,9,10,52243.62,6830.31
13649,2025-08-15,1376,438,121,22,1,36376.07,5226.79
13650,2025-08-12,778,166,67,12,10,4169.61,704.07
13651,2025-10-28,1369,446,130,1,8,15292.03,137.92
13652,2024-04-04,677,336,56,9,9,17758.39,2069.39
13653,2025-11-29,1994,339,143,3,5,34130.73,3387.43
13654,2024-08-19,1690,301,7,20,1,35319.65,3268.19
13655,2025-04-06,69,65,7,6,9,3236.02,439.25
13656,2024-08-17,1673,125,35,16,9,1879.19,42.96
13657,2025-08-04,1644,56,77,17,9,12120.49,1183.71
13658,2024-07-27,1660,449,90,14,8,5172.96,909.36
13659,2025-09-11,1636,333,87,11,7,33424.82,533.2
13660,2024-01-01,844,312,14,18,9,18622.13,3036.28
13661,2024-07-22,1115,254,82,7,6,50584.71,3829.25
13662,2024-06-05,401,348,81,10,7,27296.02,4597.49
13663,2025-09-19,730,411,57,25,9,13021.73,1297.01
13664,2024-05-13,1510,291,86,16,5,3158.24,206.94
13665,2025-08-19,391,469,118,13,1,48126.47,5384.2
13666,2025-01-17,753,357,37,19,9,2196.27,55.77
13667,2024-09-18,1652,202,17,10,2,9637.74,1595.37
13668,2025-07-26,16,131,131,9,10,22209.49,504.31
13669,2024-01-04,742,187,150,13,8,57890.72,9266.18
13670,2025-12-18,1063,245,137,9,2,47727.48,8909.59
13671,2025-01-05,797,237,136,17,7,43681.35,1521.89
13672,2024-04-19,794,86,55,19,3,25810.54,3326.02
13673,2025-05-17,1595,95,65,9,5,41145.1,4184.35
13674,2025-03-28,912,423,73,9,3,5929.25,708.41
13675,2024-02-15,630,345,116,20,5,49434.08,7011.69
13676,2025-04-22,1373,418,105,10,5,39334.45,2719.37
13677,2024-02-25,1429,427,125,20,6,55851.0,5812.35
13678,2024-07-19,296,224,99,5,6,47015.29,7468.78
13679,2025-07-23,964,368,24,14,10,41640.47,2151.39
13680,2024-09-19,340,333,66,20,9,29520.13,5821.18
13681,2024-08-30,679,249,133,10,7,4772.31,723.07
13682,2024-07-22,1086,134,81,3,4,53389.08,10221.32
13683,2024-01-06,1973,455,35,20,10,47022.42,265.07
13684,2024-01-25,419,382,123,5,1,57122.49,4167.7
13685,2024-06-09,712,416,8,12,8,55912.15,7096.37
13686,2024-04-27,535,291,123,9,3,56217.25,706.64
13687,2025-03-08,1358,409,110,9,7,28581.23,1338.31
13688,2025-02-09,72,471,120,13,1,26565.64,3268.14
13689,2024-05-16,127,355,35,5,3,39386.15,2716.0
13690,2025-07-05,1077,189,33,21,4,58983.19,3245.57
13691,2025-01-20,1456,147,145,15,10,33548.9,2061.9
13692,2025-10-11,526,15,30,18,1,29539.55,3075.87
13693,2024-04-27,1928,118,5,23,2,57635.21,10353.43
13694,2024-01-05,479,168,100,22,2,16525.17,2871.95
13695,2025-10-03,1328,326,65,24,10,10860.11,2025.55
13696,2024-04-30,249,459,109,15,8,47308.16,4239.75
13697,2025-04-23,428,37,57,21,4,16798.27,3083.68
13698,2024-04-15,987,407,12,5,8,8925.93,1288.95
13699,2024-09-12,682,375,90,19,8,15309.95,2377.68
13700,2025-06-02,1545,204,141,16,2,28879.24,2880.67
13701,2024-02-28,377,415,69,17,4,36396.49,839.03
13702,2024-02-08,1699,205,20,22,6,21023.99,2546.47
13703,2025-08-21,1524,96,135,7,8,44258.46,4129.45
13704,2024-12-29,371,490,39,7,6,23287.96,4210.41
13705,2024-12-21,167,376,81,25,2,34353.25,3404.73
13706,2024-12-03,1599,356,72,4,1,25873.81,1843.0
13707,2024-12-28,1061,483,136,25,4,17203.61,510.7
13708,2024-12-01,1420,273,14,10,2,35432.95,6171.32
13709,2024-03-11,230,392,103,17,9,1077.66,166.32
13710,2024-04-29,361,169,150,12,5,11066.25,110.42
13711,2025-10-04,502,154,76,5,7,40492.14,185.49
13712,2025-05-20,186,369,74,18,10,55602.99,5648.64
13713,2024-09-19,1737,299,78,24,8,35657.24,1433.42
13714,2024-08-27,1731,122,14,13,7,25927.05,209.9
13715,2024-12-13,1591,445,39,25,4,25733.93,5116.14
13716,2025-08-12,276,112,137,6,3,3162.12,554.76
13717,2024-01-12,375,181,138,2,3,59026.16,9094.41
13718,2024-09-25,877,384,141,7,1,47846.99,3202.84
13719,2025-05-01,1691,273,80,1,10,32005.33,5129.24
13720,2025-03-08,1034,60,137,13,5,41915.78,6714.86
13721,2025-03-13,1601,143,111,14,6,34539.65,1376.26
13722,2024-06-13,1905,128,134,12,8,43151.1,7546.77
13723,2024-05-05,1326,80,42,22,8,52959.01,1246.03
13724,2024-04-12,1169,71,58,25,6,27256.7,2645.58
13725,2024-08-03,1223,119,48,12,1,5377.37,892.24
13726,2024-06-26,323,244,25,19,7,53846.65,5079.45
13727,2025-10-23,1481,471,4,8,2,1731.94,272.72
13728,2025-05-21,242,394,136,2,10,32194.07,133.41
13729,2024-11-17,1937,446,64,22,4,56477.69,10033.89
13730,2025-05-20,688,113,20,5,9,17267.75,1543.21
13731,2025-08-31,518,126,57,3,6,45199.97,1283.85
13732,2025-02-18,890,132,65,24,5,50587.34,7452.29
13733,2025-10-15,955,345,66,6,2,29149.7,2907.24
13734,2024-08-20,57,26,89,16,6,11109.6,744.8
13735,2025-01-11,1900,351,132,7,7,56176.77,6800.75
13736,2024-05-17,1138,367,102,13,9,5597.84,954.25
13737,2025-11-01,469,5,5,16,3,6712.23,1145.08
13738,2025-02-08,1413,177,64,24,6,51351.98,2337.65
13739,2024-06-14,237,470,133,4,1,33073.32,6606.79
13740,2025-02-22,1555,430,74,5,10,53875.98,7178.75
13741,2024-08-26,358,41,68,15,5,35133.6,6874.85
13742,2024-12-01,521,294,79,4,1,37077.8,5506.97
13743,2025-06-12,961,374,125,22,7,39693.58,4176.34
13744,2025-05-07,1175,203,6,18,8,53721.92,6558.96
13745,2025-09-26,1521,105,94,9,3,27696.97,2350.41
13746,2024-05-09,1233,109,22,15,8,3115.08,278.49
13747,2024-05-13,1615,482,62,22,1,40449.45,5026.93
13748,2025-03-15,882,298,76,4,7,57685.73,425.62
13749,2024-04-24,725,438,149,4,6,50942.32,1993.04
13750,2024-11-15,1932,419,49,1,6,36793.88,841.73
13751,2024-01-20,1820,186,7,12,1,15573.56,288.3
13752,2025-06-13,1692,421,53,17,7,3454.2,462.48
13753,2024-01-19,39,287,28,19,9,9049.76,1187.18
13754,2025-07-13,1545,125,38,18,1,1648.27,103.82
13755,2025-01-29,616,86,71,11,9,5061.04,458.57
13756,2024-08-29,1156,205,27,25,3,18149.44,2408.19
13757,2024-05-11,1323,369,45,14,2,24585.02,1166.28
13758,2025-02-10,1571,211,12,12,4,31759.1,5321.89
13759,2024-10-14,522,163,43,10,10,39567.96,5059.64
13760,2024-10-26,1474,397,18,8,3,13024.83,238.06
13761,2024-09-04,754,490,119,20,6,14580.17,2030.36
13762,2024-12-11,1338,187,33,18,2,43418.82,6042.4
13763,2024-04-15,1598,164,80,16,4,23510.81,1720.87
13764,2024-03-31,1172,122,51,13,7,21029.96,2817.38
13765,2024-09-02,653,437,70,13,2,9366.72,19.96
13766,2025-10-06,626,429,61,19,2,56462.8,2326.71
13767,2024-05-17,322,190,86,14,1,59836.97,1218.37
13768,2024-04-25,599,350,88,10,8,33929.3,1614.75
13769,2024-10-08,1765,114,119,9,9,46027.38,1297.73
13770,2025-02-16,274,111,38,19,9,25195.8,3524.0
13771,2024-04-09,1143,379,129,20,2,30778.46,4509.03
13772,2025-02-07,405,181,19,5,5,26868.09,1491.44
13773,2024-07-15,200,328,38,9,1,8695.71,127.12
13774,2024-02-26,1271,299,25,23,5,47900.07,6756.99
13775,2024-06-05,190,136,24,15,2,2362.21,37.38
13776,2024-04-03,1617,495,82,10,1,10704.95,326.67
13777,2024-10-05,1617,279,16,14,5,11245.07,698.3
13778,2025-12-05,1950,285,142,24,7,12492.74,1668.67
13779,2024-01-21,1388,32,48,14,9,13851.31,1279.79
13780,2024-02-27,62,236,49,9,10,20635.17,2214.36
13781,2024-04-26,19,60,63,14,2,56852.79,969.06
13782,2025-11-29,720,458,11,24,7,19296.07,3177.51
13783,2025-01-24,1521,346,102,4,4,37019.25,3082.54
13784,2024-03-22,110,246,102,25,5,27803.4,1618.4
13785,2025-10-05,492,220,26,22,9,16361.66,1313.13
13786,2024-10-09,1499,399,137,21,6,57153.97,3104.56
13787,2024-02-03,1686,26,132,4,2,30790.74,2471.43
13788,2024-11-20,15,105,34,1,8,29761.24,1067.01
13789,2024-04-02,673,221,140,9,10,14495.25,706.32
13790,2025-10-25,582,469,114,13,9,43285.11,6591.08
13791,2024-08-20,1940,401,140,18,4,18178.17,3257.26
13792,2025-03-07,1343,445,54,22,1,5240.6,967.23
13793,2024-10-30,639,171,1,23,3,22583.89,696.53
13794,2024-10-01,454,58,39,25,10,22903.58,1054.66
13795,2024-08-20,1671,437,10,8,6,11560.47,1370.67
13796,2024-11-14,923,89,51,19,1,1576.36,272.57
13797,2025-04-01,379,263,41,11,3,50589.05,7909.05
13798,2024-09-20,374,449,53,8,2,39350.4,1634.51
13799,2025-04-08,1835,248,54,9,3,8119.11,713.35
13800,2025-08-15,933,445,145,16,1,52135.37,10023.23
13801,2025-09-09,1263,344,143,21,5,22519.53,3729.18
13802,2024-05-23,62,169,147,23,8,46309.93,4888.02
13803,2025-12-02,1090,492,72,22,6,19448.33,629.7
13804,2025-05-02,1482,113,1,12,9,7506.2,1339.77
13805,2025-10-06,1702,412,3,17,2,38613.5,6229.27
13806,2024-07-01,1836,268,31,12,10,20197.16,718.21
13807,2025-04-02,1640,220,133,16,10,33406.8,3104.73
13808,2024-02-06,699,310,24,23,3,39050.34,4423.09
13809,2025-05-21,1767,71,129,18,3,15978.18,2660.4
13810,2025-03-15,409,178,143,22,6,42451.45,5147.82
13811,2024-05-28,147,31,143,11,6,23853.26,3896.34
13812,2025-02-01,1118,6,30,16,9,9255.11,1517.57
13813,2025-10-17,352,217,130,18,10,31718.72,520.63
13814,2024-12-19,1294,52,101,11,8,40106.31,4480.1
13815,2025-02-23,1323,313,29,25,8,53870.9,9343.98
13816,2024-07-18,238,129,7,9,2,20493.21,1433.52
13817,2025-06-15,205,97,121,2,3,26284.98,4136.08
13818,2025-06-10,1996,442,149,24,3,4340.94,721.51
13819,2024-12-13,1127,86,13,20,4,52066.16,4691.86
13820,2024-10-18,1846,34,136,4,5,55894.82,9801.35
13821,2025-11-09,1979,397,88,22,1,53506.75,7914.59
13822,2025-12-28,616,37,96,25,9,4214.24,604.09
13823,2025-03-03,720,234,34,3,2,33574.34,5403.26
13824,2024-05-31,1032,362,137,9,4,49609.73,6173.41
13825,2025-09-26,1575,452,13,7,6,23540.76,515.31
13826,2025-03-05,1738,307,129,14,1,30090.7,2976.14
13827,2025-06-17,1686,361,77,25,1,14375.64,1940.36
13828,2024-02-01,766,366,86,24,4,11537.05,835.51
13829,2024-01-13,1039,345,93,17,1,16523.25,462.74
13830,2025-04-07,289,221,107,13,9,8991.96,537.1
13831,2025-08-29,1669,142,117,9,7,37862.99,2473.56
13832,2025-03-24,853,291,33,9,7,39335.79,4161.96
13833,2024-10-07,121,108,85,5,7,9282.36,1667.09
13834,2024-02-28,592,7,122,18,5,16733.44,1577.72
13835,2024-02-18,58,433,60,3,6,14477.27,261.31
13836,2024-02-28,1720,425,67,2,9,3560.27,142.34
13837,2025-04-04,805,114,19,11,9,25523.8,4020.81
13838,2024-01-23,627,451,93,3,4,10462.65,443.38
13839,2024-03-30,501,419,117,4,9,41283.09,2352.79
13840,2025-11-07,485,19,131,13,4,29167.06,5125.46
13841,2024-04-18,315,451,111,16,8,2086.55,251.07
13842,2024-03-05,567,396,33,17,3,16274.68,1741.02
13843,2024-03-30,632,141,110,18,3,59959.91,10885.29
13844,2024-03-01,549,440,5,3,9,1710.77,168.1
13845,2024-10-13,1922,306,131,1,1,38600.68,2705.86
13846,2025-01-18,460,130,121,19,6,41768.98,3222.53
13847,2024-11-30,147,439,56,20,7,4017.13,173.28
13848,2024-08-18,263,47,8,16,1,44604.95,2008.25
13849,2024-06-23,579,236,35,15,2,47801.07,6111.65
13850,2024-11-03,824,405,59,25,10,46147.18,4869.04
13851,2024-03-28,1147,151,145,17,7,55946.38,9534.38
13852,2024-11-18,11,75,137,22,6,1233.05,64.52
13853,2025-06-21,1251,234,113,7,6,12995.72,1082.1
13854,2025-12-14,1634,264,109,22,7,26430.13,5031.1
13855,2025-09-07,851,33,114,21,1,11719.42,1109.94
13856,2025-04-23,1579,456,90,24,10,5557.42,96.61
13857,2025-04-07,1409,86,66,17,4,19618.94,2946.55
13858,2025-03-01,980,386,2,4,1,15046.81,1484.98
13859,2024-12-06,1900,215,95,17,7,40409.84,5750.75
13860,2025-08-25,1891,436,71,13,8,42025.99,1758.13
13861,2025-07-23,1696,458,88,6,3,7265.74,658.34
13862,2025-02-14,1659,141,93,18,1,28582.2,3430.92
13863,2024-03-03,837,144,86,15,1,3336.56,103.65
13864,2025-02-10,314,482,150,12,7,23373.11,4108.88
13865,2025-01-03,149,36,149,10,8,9837.64,1296.94
13866,2025-08-30,1518,149,132,15,8,43748.87,1040.82
13867,2024-06-20,888,344,132,11,4,5279.6,728.42
13868,2025-12-26,8,453,1,2,3,14719.31,1389.31
13869,2025-03-14,977,110,112,1,6,6015.79,81.91
13870,2025-02-01,581,142,87,20,3,15355.16,791.14
13871,2025-08-02,1236,250,139,12,2,8401.16,676.6
13872,2025-12-31,1917,85,88,12,10,19674.5,1634.89
13873,2025-09-02,381,467,64,3,9,48353.4,8053.92
13874,2024-10-01,1654,90,96,13,1,12306.94,239.08
13875,2025-07-29,444,242,53,8,10,7110.31,1372.73
13876,2025-10-28,1800,345,135,14,1,53656.82,731.12
13877,2024-12-02,1318,9,71,17,6,19141.36,1835.1
13878,2024-08-01,1208,21,8,24,3,44543.86,525.36
13879,2025-12-08,1239,55,67,2,10,25608.4,2064.15
13880,2024-10-10,371,157,145,10,2,33032.05,5638.65
13881,2025-05-02,662,396,76,23,4,55549.41,10718.24
13882,2024-04-23,617,323,22,15,5,30472.16,645.9
13883,2025-01-09,945,141,103,24,5,28131.67,5108.93
13884,2025-03-20,1891,201,22,24,2,28133.89,404.81
13885,2025-05-20,31,460,43,15,10,41164.27,2137.62
13886,2024-03-04,522,302,135,22,7,5220.68,108.54
13887,2024-06-21,547,407,116,22,9,56873.45,7008.84
13888,2024-09-18,1362,214,90,8,5,55145.29,898.27
13889,2025-10-01,1705,329,45,9,1,57338.34,1047.58
13890,2024-05-23,102,80,149,17,10,38528.75,2759.51
13891,2024-11-11,1662,269,32,15,3,24904.44,4924.71
13892,2025-12-07,465,37,37,19,4,17748.78,898.99
13893,2024-06-17,191,38,121,9,6,38379.81,5030.02
13894,2025-03-10,1646,31,38,24,7,47921.25,8111.36
13895,2024-11-13,72,206,39,1,10,23721.75,961.87
13896,2025-03-28,1382,490,142,13,5,33571.54,5796.02
13897,2024-04-08,1809,435,65,8,10,26689.41,4103.81
13898,2025-10-06,1314,327,10,24,1,57446.99,9651.2
13899,2025-02-03,924,275,1,22,1,2731.45,36.19
13900,2024-09-05,413,21,49,10,10,1834.66,131.19
13901,2024-12-10,1965,45,16,23,9,39215.99,628.28
13902,2025-11-01,433,452,14,4,6,19079.42,88.22
13903,2025-02-11,348,210,145,22,6,35854.58,727.42
13904,2025-05-15,671,106,139,19,6,58370.13,10665.18
13905,2025-03-04,1230,329,3,19,5,6464.19,671.24
13906,2024-08-16,215,296,95,19,1,15480.67,1538.28
13907,2025-12-05,1193,31,105,6,3,16763.37,2549.62
13908,2024-08-31,1749,295,35,19,5,53594.5,8350.13
13909,2025-06-15,985,66,126,14,6,5089.78,709.97
13910,2024-05-01,1514,154,9,6,1,48101.8,7066.35
13911,2025-11-02,1551,356,49,4,1,23585.66,1719.43
13912,2025-01-21,985,251,104,15,7,58730.76,6745.92
13913,2024-04-28,949,393,19,1,5,41040.92,2075.63
13914,2024-03-07,69,364,102,5,9,24518.53,1233.01
13915,2025-10-05,1238,92,52,3,8,59598.97,8894.9
13916,2025-01-28,166,382,26,9,8,44143.39,5598.21
13917,2025-06-10,265,157,66,18,2,50312.67,8040.49
13918,2025-03-20,571,68,103,10,4,37374.46,3188.88
13919,2024-10-04,1907,182,28,12,2,40467.1,3078.7
13920,2024-09-07,209,432,75,23,9,46586.46,4098.41
13921,2024-03-16,1881,381,147,11,6,54707.33,2893.85
13922,2024-07-03,506,478,5,24,2,46667.82,7525.73
13923,2024-08-10,1010,474,30,18,10,48359.7,1431.93
13924,2025-04-23,814,218,95,5,7,30697.18,1520.71
13925,2025-03-31,1553,152,79,2,2,41788.9,5930.37
13926,2025-02-14,867,341,65,9,7,34609.25,1120.67
13927,2025-10-07,878,205,108,25,5,38011.85,353.54
13928,2025-08-11,1154,235,20,24,9,34829.68,1738.95
13929,2025-09-07,534,225,33,8,6,10735.39,1567.05
13930,2025-06-21,1083,367,12,16,2,37102.29,4975.86
13931,2025-02-16,466,48,78,5,10,4726.61,315.77
13932,2025-02-02,1049,198,40,4,3,18816.92,2141.31
13933,2025-10-11,1070,60,91,20,8,39125.35,1183.61
13934,2025-07-26,1365,356,49,22,2,36963.88,2374.01
13935,2024-09-22,1906,96,147,13,9,36117.92,2580.94
13936,2024-05-10,1204,318,132,25,8,10953.09,1679.67
13937,2024-01-18,1002,56,133,16,1,48657.47,7840.5
13938,2024-12-17,278,398,142,11,2,41877.8,1647.3
13939,2024-05-11,1252,9,145,23,8,7700.69,679.67
13940,2025-10-16,434,283,140,9,10,57311.29,10576.42
13941,2024-07-13,1399,414,66,8,6,57623.77,6439.59
13942,2025-09-12,1010,340,45,24,8,28482.24,520.21
13943,2024-11-15,730,433,13,19,5,49788.5,2445.53
13944,2025-01-30,157,203,123,13,5,20838.67,2228.85
13945,2025-05-05,1542,387,79,13,9,23092.35,1797.02
13946,2025-12-17,1046,368,102,24,4,16694.11,1177.25
13947,2025-06-28,295,387,10,20,8,3882.16,659.15
13948,2025-10-15,866,408,134,7,3,9969.25,421.67
13949,2025-01-03,1195,386,73,16,2,19115.25,1369.64
13950,2024-12-11,1794,123,79,22,1,7468.94,858.84
13951,2025-07-24,1406,202,107,21,5,27176.92,3300.1
13952,2025-11-17,1358,7,117,23,4,28691.04,3984.24
13953,2025-03-30,1536,351,70,7,5,30610.99,2120.39
13954,2024-02-10,44,384,46,19,9,4066.42,706.28
13955,2025-02-25,672,459,87,19,1,17886.91,2582.73
13956,2025-11-29,786,424,132,11,2,53217.39,4614.83
13957,2024-12-23,1008,255,40,1,9,35228.13,6136.8
13958,2024-04-17,1327,459,130,18,4,25143.43,2175.11
13959,2025-01-18,1374,201,58,20,9,47940.05,1266.39
13960,2025-02-08,174,63,148,11,9,43133.76,6562.97
13961,2024-06-14,568,70,113,21,9,44639.06,7543.12
13962,2024-02-04,1100,127,15,2,1,29215.75,2099.9
13963,2025-05-09,1768,45,73,6,3,28855.75,3430.39
13964,2024-02-17,1497,125,112,6,7,53319.65,2923.78
13965,2024-08-15,471,418,34,15,9,47741.7,4983.12
13966,2024-12-31,992,131,33,13,3,29650.32,2716.35
13967,2025-04-03,423,10,35,7,7,3658.49,75.1
13968,2025-01-03,77,264,116,12,6,58580.4,5823.23
13969,2025-08-13,1239,364,35,21,1,45472.77,2853.18
13970,2024-03-14,1378,249,120,3,9,33512.67,6112.79
13971,2025-04-12,516,305,66,9,3,13761.59,2569.21
13972,2024-05-04,137,144,15,21,8,58410.88,1133.47
13973,2025-09-29,205,361,114,12,7,44831.61,1974.94
13974,2025-02-15,1678,415,123,1,5,57864.62,8618.25
13975,2025-03-21,1209,466,144,15,7,13513.93,799.15
13976,2025-02-08,684,129,119,23,3,8796.87,1580.5
13977,2024-07-15,59,387,134,11,10,14196.56,2532.47
13978,2025-07-21,1021,19,92,14,8,26414.66,304.67
13979,2024-01-20,415,132,114,22,3,48349.58,2354.75
13980,2024-03-31,278,84,113,18,1,31230.85,510.64
13981,2025-07-27,1152,259,119,23,1,12795.42,705.74
13982,2025-06-17,1296,478,11,24,8,54328.78,2115.83
13983,2025-05-28,1935,360,58,10,6,12147.81,788.58
13984,2024-08-15,647,304,104,18,6,42698.6,5684.76
13985,2025-11-25,395,279,148,1,6,3589.6,112.4
13986,2025-02-12,1547,261,106,14,8,23484.09,1925.28
13987,2024-01-25,818,4,3,19,4,2641.68,247.2
13988,2024-02-14,1509,495,8,21,7,38843.18,1736.96
13989,2024-05-21,550,308,71,18,5,4265.03,813.69
13990,2024-08-22,1318,127,134,7,8,40020.92,6933.01
13991,2024-10-05,342,283,69,6,9,49640.3,864.64
13992,2025-10-04,1014,450,93,14,6,24505.87,1624.68
13993,2025-06-13,1435,130,105,19,2,33191.43,2578.3
13994,2024-09-23,1680,411,112,8,7,31251.75,377.22
13995,2024-06-17,525,168,116,25,10,52913.78,961.23
13996,2024-02-16,770,329,74,19,6,9907.66,1289.45
13997,2025-01-22,175,198,90,12,4,9213.88,1826.23
13998,2024-07-04,1297,338,104,14,5,11313.71,1560.4
13999,2024-12-05,145,479,149,22,8,26426.81,499.17
14000,2025-12-27,1523,67,101,14,4,55790.29,17.12
14001,2025-05-04,5,170,148,25,2,45166.48,7012.72
14002,2025-05-30,1298,250,105,14,4,18655.16,2043.1
14003,2024-08-18,415,72,54,24,9,15132.83,1321.86
14004,2025-05-13,1516,364,55,16,2,6144.55,101.7
14005,2025-06-04,1393,79,2,24,7,1162.37,82.09
14006,2024-01-31,1237,222,131,6,4,39459.11,6551.48
14007,2024-03-07,1583,41,54,10,9,55173.55,4651.44
14008,2024-12-06,173,70,138,21,8,33655.36,6133.89
14009,2024-10-11,1042,382,19,21,10,54539.19,5204.61
14010,2024-11-15,1642,368,103,8,10,29100.64,3539.57
14011,2024-07-19,679,424,90,24,3,37937.42,3440.37
14012,2024-02-24,1221,207,85,1,2,28373.89,853.83
14013,2024-09-01,436,271,53,6,10,42770.76,5547.57
14014,2025-09-28,1559,49,29,8,2,31937.16,3442.07
14015,2024-08-21,782,180,142,20,5,55182.61,8442.12
14016,2025-04-05,1043,487,61,18,2,25873.16,4625.81
14017,2024-12-30,465,241,103,14,2,16102.49,1796.93
14018,2025-12-29,113,46,62,16,5,59423.24,4290.73
14019,2025-07-02,1023,41,26,14,8,6599.91,937.95
14020,2024-06-22,1483,230,94,10,2,3950.09,250.89
14021,2025-09-23,925,161,105,17,6,57125.26,3396.89
14022,2024-01-26,839,193,114,4,3,16827.11,911.18
14023,2024-08-27,623,261,83,9,3,2614.82,403.27
14024,2025-08-01,1127,323,109,1,10,29837.51,1534.38
14025,2025-11-25,1041,99,135,19,4,34894.55,4817.27
14026,2024-06-09,1353,336,132,3,2,9002.2,337.6
14027,2025-03-02,325,299,56,18,3,30872.18,2799.14
14028,2025-05-14,1107,374,128,7,2,58305.77,3676.16
14029,2024-01-14,473,179,123,9,4,15391.27,1779.83
14030,2024-12-16,1809,459,7,21,4,52543.94,4638.16
14031,2025-06-06,1965,208,58,1,5,52660.98,4871.06
14032,2024-04-17,1218,258,129,17,9,53314.71,4227.59
14033,2024-09-01,207,439,136,7,7,29044.1,2382.53
14034,2024-07-25,497,344,14,8,5,52550.95,2846.41
14035,2025-04-18,1578,410,11,5,8,23295.2,45.03
14036,2025-03-01,961,18,68,18,1,12569.71,521.81
14037,2024-07-12,1577,383,4,14,10,53738.49,325.86
14038,2024-09-10,649,379,91,13,5,43428.54,3353.37
14039,2024-07-08,106,319,3,14,10,8028.26,272.81
14040,2024-04-15,1148,315,135,1,4,40019.27,3492.0
14041,2024-03-06,30,44,64,17,9,3900.11,532.45
14042,2024-06-13,1234,329,97,21,7,11118.63,330.7
14043,2024-04-30,1170,54,43,6,7,25797.46,1823.11
14044,2024-12-18,455,478,139,7,8,39622.12,5886.32
14045,2024-11-25,977,306,130,16,4,18646.43,3011.07
14046,2025-06-30,1452,319,62,20,2,33566.41,5691.67
14047,2024-05-21,233,458,66,15,10,47401.61,5751.12
14048,2024-07-21,1121,216,55,18,4,50554.55,361.73
14049,2024-09-07,1829,492,143,12,5,27832.77,860.52
14050,2025-08-11,1709,192,65,5,2,8329.19,450.48
14051,2024-12-17,1538,264,89,13,2,34267.1,6018.63
14052,2025-06-06,55,420,76,18,2,47383.59,5583.18
14053,2024-01-11,319,303,11,4,9,45392.0,729.29
14054,2024-03-27,1750,476,66,2,8,39184.6,7557.61
